"","AGEGROUP","COUNTRY","value"
"8974","AGE65-69","LAO",0.966607
"8975","AGE55-59","MOZ",0.979876
"8976","AGE65-69","LVA",0.9522
"8977","AGE75-79","TKM",0.917959
"8978","AGE35-39","IRN",0.998
"8979","AGE5-9","TUR",0.999234
"8980","AGE50-54","BHS",0.995533
"8981","AGE20-24","LBY",0.999194
"8982","AGE75-79","BIH",0.915587
"8983","AGE10-14","ITA",0.999929
"8984","AGE30-34","GRD",0.998205
"8985","AGE35-39","BDI",0.992081
"8986","AGE60-64","COK",0.993594
"8987","AGE95-99","NLD",0.688694
"8988","AGE1-4","ALB",0.999
"8989","AGE20-24","SWZ",0.996507
"8990","AGE70-74","ZAF",0.916783
"8991","AGE5-9","BIH",0.999838
"8992","AGE85-89","MLI",0.711325
"8993","AGE5-9","COD",0.992678
"8994","AGE95-99","KNA",0.545
"8995","AGE85-89","DNK",0.839921
"8996","AGE50-54","LVA",0.994154
"8997","AGE35-39","TUR",0.99826
"8998","AGE1-4","JOR",0.999
"8999","AGE30-34","ZAF",0.991279
"9000","AGE40-44","GEO",0.998769
"9001","AGE90-94","CMR",0.629752
"9002","AGE35-39","NOR",0.998368
"9003","AGE20-24","BLZ",0.999566
"9004","AGE50-54","GNB",0.988539
"9005","AGE55-59","LBY",0.99016
"9006","AGELT1","BLR",0.986853
"9007","AGE90-94","FJI",0.634147
"9008","AGE30-34","NIU",0.998
"9009","AGE80-84","COL",0.925001
"9010","AGE75-79","ESP",0.937162
"9011","AGE50-54","FJI",0.991273
"9012","AGE5-9","KAZ",0.999687
"9013","AGE95-99","NZL",0.725911
"9014","AGE45-49","SEN",0.991
"9015","AGE45-49","GHA",0.992
"9016","AGE65-69","NRU",0.984
"9017","AGE35-39","COL",0.994962
"9018","AGE90-94","EGY",0.726073
"9019","AGE60-64","IRN",0.989423
"9020","AGE30-34","ARM",0.998409
"9021","AGE55-59","LCA",0.985275
"9022","AGE75-79","BEN",0.878621
"9023","AGELT1","TUV",0.960959
"9024","AGE35-39","ITA",0.999268
"9025","AGE70-74","ITA",0.978805
"9026","AGE5-9","BOL",0.997636
"9027","AGE20-24","TUV",0.997018
"9028","AGE1-4","GTM",0.998745
"9029","AGELT1","COG",0.928154
"9030","AGE5-9","SYC",0.999835
"9031","AGE70-74","GNQ",0.929412
"9032","AGE40-44","BLR",0.992929
"9033","AGE80-84","TON",0.882181
"9034","AGE40-44","IRQ",0.997
"9035","AGE40-44","ESP",0.997237
"9036","AGE45-49","MCO",0.997855
"9037","AGE85-89","CHN",0.811
"9038","AGE60-64","SOM",0.971983
"9039","AGE35-39","MOZ",0.988555
"9040","AGE95-99","PRY",0.684906
"9041","AGE60-64","COD",0.970566
"9042","AGE90-94","THA",0.844995
"9043","AGELT1","LKA",0.983315
"9044","AGE55-59","THA",0.994458
"9045","AGE75-79","MCO",0.968559
"9046","AGE15-19","GRC",0.99931
"9047","AGE10-14","MHL",0.999539
"9048","AGE60-64","NOR",0.994268
"9049","AGE70-74","IND",0.935728
"9050","AGE35-39","MAR",0.998283
"9051","AGE1-4","MRT",0.989967
"9052","AGELT1","BOL",0.934856
"9053","AGE40-44","VEN",0.996098
"9054","AGE80-84","TON",0.828
"9055","AGE1-4","ARM",0.999512
"9056","AGE70-74","FJI",0.924406
"9057","AGE5-9","TUV",0.999441
"9058","AGE65-69","TCD",0.942938
"9059","AGE20-24","GAB",0.995979
"9060","AGE30-34","LSO",0.984864
"9061","AGE20-24","VUT",0.998559
"9062","AGE5-9","LBY",0.999685
"9063","AGE80-84","FRA",0.948888
"9064","AGE1-4","DJI",0.993685
"9065","AGE55-59","NPL",0.985093
"9066","AGE55-59","KOR",0.997688
"9067","AGE1-4","MKD",0.999549
"9068","AGE10-14","ARG",0.999705
"9069","AGE15-19","CAN",0.999041
"9070","AGE5-9","SOM",0.995414
"9071","AGE85-89","PNG",0.777823
"9072","AGE10-14","PER",0.99922
"9073","AGE55-59","AGO",0.984183
"9074","AGE80-84","COG",0.864972
"9075","AGE50-54","SWZ",0.986374
"9076","AGE55-59","LBN",0.996636
"9077","AGE35-39","NAM",0.992601
"9078","AGE70-74","CYP",0.975688
"9079","AGELT1","NPL",0.968523
"9080","AGE40-44","SUR",0.996101
"9081","AGE90-94","LSO",0.714427
"9082","AGE55-59","ARM",0.992279
"9083","AGE45-49","KWT",0.998472
"9084","AGE30-34","BWA",0.995055
"9085","AGE20-24","VCT",0.998573
"9086","AGE75-79","IRL",0.926794
"9087","AGELT1","SWE",0.997499
"9088","AGE40-44","JOR",0.998143
"9089","AGELT1","KGZ",0.945
"9090","AGE70-74","MHL",0.953083
"9091","AGE60-64","MRT",0.979782
"9092","AGE55-59","TUV",0.986639
"9093","AGE65-69","DMA",0.983528
"9094","AGE20-24","ATG",0.998403
"9095","AGE70-74","TJK",0.94423
"9096","AGE15-19","FJI",0.999409
"9097","AGE60-64","TON",0.981302
"9098","AGE55-59","CMR",0.981831
"9099","AGE60-64","SDN",0.977601
"9100","AGE10-14","TGO",0.997206
"9101","AGE70-74","HTI",0.931381
"9102","AGE30-34","SGP",0.999708
"9103","AGE45-49","DZA",0.994508
"9104","AGE1-4","NZL",0.999772
"9105","AGE85-89","CZE",0.873682
"9106","AGE75-79","MRT",0.888488
"9107","AGE55-59","HRV",0.984236
"9108","AGE70-74","KNA",0.932
"9109","AGE15-19","KNA",0.998895
"9110","AGE80-84","TZA",0.835889
"9111","AGE45-49","KIR",0.994522
"9112","AGE1-4","SWE",0.999827
"9113","AGE75-79","FIN",0.964692
"9114","AGE20-24","THA",0.997559
"9115","AGE1-4","EST",0.999822
"9116","AGE70-74","MAR",0.955564
"9117","AGE15-19","MNE",0.999322
"9118","AGE40-44","COL",0.997176
"9119","AGE50-54","BGR",0.988607
"9120","AGE15-19","PER",0.999267
"9121","AGE15-19","TLS",0.99751
"9122","AGE20-24","SYR",0.998744
"9123","AGE85-89","ZMB",0.789
"9124","AGE95-99","AUS",0.713784
"9125","AGE70-74","RUS",0.920464
"9126","AGE55-59","NRU",0.994
"9127","AGELT1","EST",0.997354
"9128","AGE50-54","ZAF",0.981371
"9129","AGE1-4","AND",1
"9130","AGE90-94","NLD",0.81924
"9131","AGE50-54","KNA",0.993
"9132","AGE85-89","AFG",0.756497
"9133","AGE15-19","TUN",0.99955
"9134","AGE65-69","FIN",0.982885
"9135","AGE5-9","SYR",0.999422
"9136","AGE95-99","BFA",0.449527
"9137","AGE85-89","PLW",0.813178
"9138","AGE45-49","STP",0.992679
"9139","AGE10-14","CHL",0.999825
"9140","AGE70-74","COK",0.96769
"9141","AGELT1","COK",0.987
"9142","AGELT1","BRB",0.984474
"9143","AGE1-4","TON",0.999619
"9144","AGE15-19","CHN",0.999
"9145","AGE65-69","SEN",0.96191
"9146","AGE15-19","GHA",0.99734
"9147","AGE85-89","AUS",0.888513
"9148","AGE40-44","AFG",0.988361
"9149","AGE35-39","ALB",0.998661
"9150","AGE40-44","MDG",0.992903
"9151","AGE60-64","PRK",0.966448
"9152","AGE60-64","CHE",0.995185
"9153","AGE5-9","DMA",0.999866
"9154","AGE55-59","TTO",0.989225
"9155","AGE80-84","BHS",0.929903
"9156","AGE85-89","FSM",0.774312
"9157","AGE80-84","RUS",0.892673
"9158","AGE35-39","UKR",0.998557
"9159","AGE15-19","IRQ",0.999057
"9160","AGE60-64","AUT",0.994566
"9161","AGE30-34","MNG",0.996298
"9162","AGE5-9","ZWE",0.996908
"9163","AGELT1","HUN",0.994267
"9164","AGE20-24","JPN",0.99969
"9165","AGE75-79","DOM",0.961274
"9166","AGE15-19","USA",0.998727
"9167","AGE85-89","LVA",0.857
"9168","AGE80-84","ZMB",0.84
"9169","AGE75-79","CHE",0.936622
"9170","AGE55-59","RUS",0.991352
"9171","AGE80-84","UKR",0.899709
"9172","AGE50-54","ALB",0.993968
"9173","AGE75-79","ALB",0.911
"9174","AGE85-89","COM",0.781598
"9175","AGE70-74","DJI",0.937803
"9176","AGE20-24","TCD",0.990616
"9177","AGE45-49","NRU",0.996851
"9178","AGE1-4","PER",0.999088
"9179","AGE75-79","TLS",0.894379
"9180","AGE55-59","DZA",0.987094
"9181","AGE85-89","SUR",0.905346
"9182","AGE90-94","GMB",0.588749
"9183","AGE50-54","SLB",0.987944
"9184","AGE55-59","CUB",0.990353
"9185","AGE45-49","DJI",0.990341
"9186","AGE95-99","ALB",0.566756
"9187","AGE45-49","SAU",0.996504
"9188","AGE35-39","NLD",0.999275
"9189","AGE70-74","BFA",0.931772
"9190","AGE90-94","TLS",0.668367
"9191","AGE5-9","SEN",0.997899
"9192","AGE70-74","GAB",0.948964
"9193","AGE45-49","GUY",0.99076
"9194","AGE90-94","DEU",0.807675
"9195","AGE10-14","BDI",0.995859
"9196","AGE75-79","PLW",0.913511
"9197","AGE50-54","TCD",0.984595
"9198","AGE20-24","UGA",0.994886
"9199","AGE30-34","OMN",0.99882
"9200","AGE55-59","ALB",0.991987
"9201","AGE35-39","UGA",0.991392
"9202","AGE5-9","KGZ",0.999665
"9203","AGE65-69","RUS",0.953459
"9204","AGE35-39","CHL",0.998451
"9205","AGE45-49","POL",0.991
"9206","AGE5-9","FIN",0.999916
"9207","AGE85-89","TLS",0.769044
"9208","AGE1-4","KOR",0.999844
"9209","AGE20-24","SEN",0.99608
"9210","AGE95-99","SUR",0.71053
"9211","AGE30-34","LBR",0.996089
"9212","AGE60-64","ZWE",0.984804
"9213","AGE20-24","HUN",0.99845
"9214","AGE35-39","SLB",0.9974
"9215","AGE65-69","BRA",0.983667
"9216","AGE30-34","SMR",0.999791
"9217","AGELT1","PRT",0.997304
"9218","AGE10-14","MUS",0.999518
"9219","AGE20-24","LBR",0.99499
"9220","AGE80-84","JAM",0.877145
"9221","AGE70-74","USA",0.975347
"9222","AGE75-79","OMN",0.936293
"9223","AGE80-84","SVK",0.921621
"9224","AGE35-39","NIU",0.997
"9225","AGE1-4","ERI",0.996653
"9226","AGE40-44","SVN",0.999133
"9227","AGE75-79","LUX",0.974035
"9228","AGE10-14","NPL",0.99793
"9229","AGE10-14","HND",0.999439
"9230","AGE20-24","BWA",0.995358
"9231","AGE95-99","GHA",0.435128
"9232","AGE10-14","PNG",0.998721
"9233","AGE30-34","DZA",0.99871
"9234","AGE70-74","ZMB",0.926
"9235","AGE65-69","FRA",0.975773
"9236","AGE55-59","NIU",0.993812
"9237","AGE1-4","LTU",0.999399
"9238","AGE65-69","LBR",0.967276
"9239","AGE35-39","FRA",0.998657
"9240","AGE15-19","BHS",0.998927
"9241","AGE55-59","JOR",0.987744
"9242","AGE90-94","KIR",0.700134
"9243","AGE5-9","DZA",0.999386
"9244","AGE30-34","LVA",0.996
"9245","AGE5-9","MLI",0.995892
"9246","AGE5-9","HND",0.99873
"9247","AGE90-94","MRT",0.614
"9248","AGE55-59","QAT",0.994954
"9249","AGE75-79","ROU",0.939232
"9250","AGE40-44","ROU",0.997694
"9251","AGELT1","BRN",0.993962
"9252","AGE85-89","AUT",0.869326
"9253","AGE20-24","GIN",0.995077
"9254","AGE50-54","MDV",0.989757
"9255","AGE1-4","KWT",0.999563
"9256","AGE80-84","YEM",0.84039
"9257","AGE30-34","MNE",0.998734
"9258","AGE85-89","UZB",0.86731
"9259","AGE75-79","DMA",0.955582
"9260","AGE45-49","KGZ",0.995076
"9261","AGE10-14","SSD",0.994
"9262","AGE1-4","NER",0.986205
"9263","AGE85-89","NIU",0.778335
"9264","AGE10-14","UZB",0.999
"9265","AGE90-94","DZA",0.668363
"9266","AGE30-34","SAU",0.999518
"9267","AGE20-24","BRB",0.998836
"9268","AGE30-34","BHR",0.999364
"9269","AGE95-99","AZE",0.628876
"9270","AGE65-69","SAU",0.983595
"9271","AGE85-89","GUY",0.80295
"9272","AGELT1","GMB",0.954276
"9273","AGE55-59","SGP",0.995689
"9274","AGE75-79","WSM",0.951874
"9275","AGE10-14","LSO",0.997762
"9276","AGE10-14","CIV",0.997229
"9277","AGE45-49","WSM",0.989885
"9278","AGE80-84","PAN",0.916662
"9279","AGE55-59","GMB",0.984095
"9280","AGE30-34","CHN",0.999283
"9281","AGE20-24","TJK",0.99937
"9282","AGE75-79","JOR",0.931247
"9283","AGE90-94","CYP",0.806212
"9284","AGE20-24","LSO",0.996623
"9285","AGE65-69","ATG",0.974171
"9286","AGE45-49","TUN",0.997367
"9287","AGE85-89","SVN",0.898372
"9288","AGE75-79","BEL",0.974275
"9289","AGE20-24","ARE",0.999216
"9290","AGE30-34","AZE",0.999242
"9291","AGE60-64","NIC",0.983474
"9292","AGE10-14","AGO",0.99521
"9293","AGE95-99","MKD",0.673539
"9294","AGE20-24","MLT",0.999798
"9295","AGE35-39","TGO",0.992225
"9296","AGE10-14","CHL",0.999879
"9297","AGE45-49","NPL",0.988658
"9298","AGE15-19","ZMB",0.996
"9299","AGE20-24","GMB",0.995558
"9300","AGE95-99","LBR",0.48476
"9301","AGE90-94","ARE",0.756461
"9302","AGE65-69","URY",0.983583
"9303","AGE90-94","NIU",0.745736
"9304","AGE70-74","JPN",0.987552
"9305","AGE10-14","VUT",0.999507
"9306","AGE1-4","CPV",0.999126
"9307","AGE75-79","COK",0.945
"9308","AGE20-24","ECU",0.999
"9309","AGE75-79","PAK",0.924087
"9310","AGE85-89","TON",0.804
"9311","AGE10-14","SWE",0.999927
"9312","AGE30-34","TTO",0.998543
"9313","AGE80-84","NAM",0.877614
"9314","AGE70-74","SSD",0.917167
"9315","AGE45-49","NAM",0.983756
"9316","AGELT1","STP",0.923514
"9317","AGE85-89","BHR",0.853383
"9318","AGE50-54","BWA",0.990486
"9319","AGE90-94","DOM",0.869575
"9320","AGELT1","IRN",0.952
"9321","AGE10-14","HTI",0.997393
"9322","AGE80-84","LTU",0.887066
"9323","AGE35-39","GMB",0.994667
"9324","AGELT1","SLE",0.86181
"9325","AGE65-69","BEL",0.987189
"9326","AGE60-64","CHN",0.984759
"9327","AGE60-64","MYS",0.973833
"9328","AGE70-74","PRT",0.978904
"9329","AGE45-49","NIU",0.997
"9330","AGE35-39","QAT",0.999158
"9331","AGE1-4","BGR",0.999648
"9332","AGE45-49","MLT",0.997087
"9333","AGE95-99","MUS",0.686634
"9334","AGELT1","JAM",0.971183
"9335","AGELT1","ARG",0.988789
"9336","AGE90-94","ATG",0.822419
"9337","AGE70-74","KIR",0.941128
"9338","AGE60-64","BHR",0.989849
"9339","AGE75-79","BGD",0.926969
"9340","AGE80-84","POL",0.915
"9341","AGE55-59","YEM",0.982065
"9342","AGE1-4","BGD",0.997938
"9343","AGE35-39","NIU",0.998002
"9344","AGE10-14","WSM",0.999023
"9345","AGE95-99","LSO",0.630472
"9346","AGELT1","PAN",0.970004
"9347","AGE5-9","KWT",0.999674
"9348","AGE55-59","BEL",0.992241
"9349","AGE60-64","PNG",0.974662
"9350","AGE1-4","YEM",0.992875
"9351","AGE75-79","NIC",0.952703
"9352","AGE55-59","GHA",0.986
"9353","AGE80-84","ISR",0.927441
"9354","AGELT1","COD",0.868511
"9355","AGE20-24","GIN",0.993858
"9356","AGE5-9","GHA",0.996635
"9357","AGE10-14","GRD",0.99979
"9358","AGE65-69","JOR",0.966
"9359","AGE40-44","PAN",0.997735
"9360","AGE50-54","HUN",0.984682
"9361","AGE95-99","ZMB",0.533439
"9362","AGE5-9","AZE",0.999749
"9363","AGE65-69","MWI",0.971124
"9364","AGE20-24","UKR",0.999509
"9365","AGE60-64","JAM",0.984696
"9366","AGE60-64","PRY",0.989203
"9367","AGE30-34","TTO",0.996947
"9368","AGE85-89","BLZ",0.829944
"9369","AGELT1","PHL",0.951905
"9370","AGE10-14","BHS",0.999686
"9371","AGE75-79","JPN",0.962754
"9372","AGE30-34","BOL",0.997176
"9373","AGE1-4","MNE",0.999699
"9374","AGE45-49","URY",0.997
"9375","AGE85-89","TTO",0.862178
"9376","AGELT1","MHL",0.935307
"9377","AGE60-64","TKM",0.962263
"9378","AGE90-94","QAT",0.823863
"9379","AGE75-79","PNG",0.918307
"9380","AGE95-99","SVN",0.724066
"9381","AGE10-14","LVA",0.999713
"9382","AGE65-69","MHL",0.962317
"9383","AGE55-59","HUN",0.990412
"9384","AGE40-44","ESP",0.999249
"9385","AGE30-34","GNB",0.992187
"9386","AGE90-94","KIR",0.660461
"9387","AGE95-99","HRV",0.616291
"9388","AGE45-49","COK",0.991754
"9389","AGE80-84","COM",0.829728
"9390","AGE65-69","VUT",0.96679
"9391","AGE50-54","TCD",0.97764
"9392","AGE65-69","SYR",0.984343
"9393","AGE80-84","MDG",0.853732
"9394","AGE20-24","NAM",0.997439
"9395","AGE95-99","MOZ",0.4379
"9396","AGE10-14","SLE",0.996146
"9397","AGE65-69","TUN",0.976903
"9398","AGELT1","SLE",0.88293
"9399","AGE45-49","SDN",0.991735
"9400","AGE95-99","DNK",0.691592
"9401","AGE85-89","UZB",0.817001
"9402","AGE85-89","NER",0.724787
"9403","AGE30-34","ITA",0.998639
"9404","AGE50-54","ARM",0.988947
"9405","AGE45-49","CMR",0.98721
"9406","AGE80-84","SUR",0.951277
"9407","AGE35-39","LBN",0.999396
"9408","AGE85-89","COL",0.839737
"9409","AGE55-59","IDN",0.991223
"9410","AGE90-94","BOL",0.692797
"9411","AGE55-59","CAN",0.995449
"9412","AGE45-49","AGO",0.981855
"9413","AGE5-9","GBR",0.999921
"9414","AGELT1","CHE",0.994074
"9415","AGE60-64","MUS",0.987919
"9416","AGE5-9","BEN",0.996964
"9417","AGE30-34","SVK",0.998292
"9418","AGE50-54","POL",0.996
"9419","AGE40-44","RWA",0.9937
"9420","AGE35-39","BIH",0.999443
"9421","AGE60-64","FIN",0.994273
"9422","AGE75-79","TLS",0.920695
"9423","AGE30-34","KIR",0.998441
"9424","AGE20-24","DEU",0.999595
"9425","AGE40-44","TON",0.998179
"9426","AGE70-74","ALB",0.93
"9427","AGE10-14","SYR",0.997813
"9428","AGE60-64","VCT",0.985314
"9429","AGE15-19","JOR",0.999279
"9430","AGE90-94","NIU",0.663161
"9431","AGE80-84","NAM",0.866706
"9432","AGE70-74","TZA",0.949646
"9433","AGE95-99","AND",0.725287
"9434","AGE65-69","FSM",0.965016
"9435","AGE1-4","KNA",0.999467
"9436","AGE70-74","VEN",0.966885
"9437","AGE10-14","ISL",0.999921
"9438","AGE5-9","TUR",0.998337
"9439","AGE35-39","SAU",0.998772
"9440","AGE75-79","LCA",0.942243
"9441","AGE75-79","QAT",0.945402
"9442","AGE5-9","VUT",0.999585
"9443","AGE55-59","FRA",0.991534
"9444","AGE65-69","TGO",0.963856
"9445","AGELT1","MHL",0.950004
"9446","AGE1-4","TUV",0.996146
"9447","AGE40-44","GRC",0.998307
"9448","AGE35-39","GNQ",0.991144
"9449","AGE10-14","YEM",0.99882
"9450","AGE5-9","IRQ",0.99967
"9451","AGE50-54","CYP",0.997278
"9452","AGE1-4","KEN",0.993738
"9453","AGE75-79","KHM",0.912143
"9454","AGE5-9","DOM",0.999652
"9455","AGE40-44","HTI",0.993679
"9456","AGELT1","IRN",0.955593
"9457","AGE1-4","TZA",0.986101
"9458","AGE80-84","ITA",0.910409
"9459","AGE20-24","CAF",0.994078
"9460","AGE35-39","BLR",0.998448
"9461","AGE85-89","BWA",0.826151
"9462","AGE20-24","CZE",0.999708
"9463","AGE35-39","LVA",0.995
"9464","AGE50-54","SYC",0.994513
"9465","AGE45-49","TUV",0.992349
"9466","AGE90-94","NIC",0.823773
"9467","AGE60-64","VEN",0.986554
"9468","AGE1-4","ATG",0.999294
"9469","AGE45-49","CHN",0.997071
"9470","AGE1-4","ISL",0.999767
"9471","AGE50-54","RUS",0.98288
"9472","AGE85-89","JOR",0.792092
"9473","AGE50-54","FJI",0.986997
"9474","AGE20-24","TLS",0.997996
"9475","AGE55-59","HTI",0.981165
"9476","AGE65-69","ARG",0.971867
"9477","AGE1-4","FJI",0.999219
"9478","AGE1-4","LTU",0.999526
"9479","AGE40-44","ITA",0.99876
"9480","AGE75-79","TUN",0.93937
"9481","AGE85-89","KHM",0.909954
"9482","AGE30-34","BGD",0.997769
"9483","AGE60-64","LAO",0.971666
"9484","AGE50-54","TON",0.993893
"9485","AGE55-59","KNA",0.99405
"9486","AGE10-14","GHA",0.998
"9487","AGE5-9","MAR",0.999275
"9488","AGE10-14","SGP",0.999962
"9489","AGE70-74","NOR",0.976771
"9490","AGE75-79","JOR",0.911823
"9491","AGE30-34","UKR",0.996551
"9492","AGE35-39","CHN",0.997963
"9493","AGE95-99","BRN",0.669347
"9494","AGE70-74","SRB",0.949166
"9495","AGE50-54","BRB",0.995736
"9496","AGE70-74","COL",0.972309
"9497","AGE30-34","CAF",0.987769
"9498","AGELT1","MRT",0.923743
"9499","AGE5-9","LCA",0.999713
"9500","AGE70-74","KNA",0.931978
"9501","AGE80-84","LSO",0.885129
"9502","AGE85-89","MMR",0.788856
"9503","AGE50-54","SOM",0.985948
"9504","AGE70-74","THA",0.973229
"9505","AGE60-64","ETH",0.984821
"9506","AGE30-34","GIN",0.994496
"9507","AGE45-49","NZL",0.997191
"9508","AGE80-84","FRA",0.903983
"9509","AGE50-54","MLT",0.997279
"9510","AGE90-94","AGO",0.611
"9511","AGE80-84","GRD",0.928154
"9512","AGE70-74","ECU",0.959
"9513","AGE90-94","NGA",0.651767
"9514","AGE55-59","FRA",0.995598
"9515","AGE85-89","GIN",0.761614
"9516","AGE10-14","ATG",0.9996
"9517","AGE55-59","TUR",0.995549
"9518","AGE75-79","VUT",0.914345
"9519","AGE5-9","MHL",0.999218
"9520","AGE5-9","TUV",0.998968
"9521","AGE10-14","CZE",0.999891
"9522","AGE60-64","LSO",0.976402
"9523","AGE35-39","NRU",0.999
"9524","AGE55-59","SLE",0.973082
"9525","AGE15-19","ITA",0.999737
"9526","AGE5-9","TJK",0.998964
"9527","AGE20-24","BOL",0.997471
"9528","AGE20-24","YEM",0.996281
"9529","AGE55-59","COD",0.983815
"9530","AGE10-14","WSM",0.999826
"9531","AGE95-99","ECU",0.771
"9532","AGE70-74","MCO",0.990934
"9533","AGE70-74","BEN",0.932094
"9534","AGE45-49","NGA",0.987187
"9535","AGE80-84","ZAF",0.852826
"9536","AGE70-74","BEL",0.971857
"9537","AGE15-19","SLV",0.997609
"9538","AGELT1","IRQ",0.960011
"9539","AGE40-44","ARE",0.998785
"9540","AGE1-4","JPN",0.999623
"9541","AGE65-69","GIN",0.96266
"9542","AGE55-59","KGZ",0.975
"9543","AGE15-19","MUS",0.99971
"9544","AGE70-74","COD",0.928479
"9545","AGE90-94","LAO",0.694141
"9546","AGE20-24","FSM",0.99796
"9547","AGE1-4","HND",0.996361
"9548","AGE1-4","IRQ",0.997141
"9549","AGE95-99","NOR",0.644957
"9550","AGE95-99","UKR",0.647521
"9551","AGE80-84","AGO",0.811
"9552","AGE50-54","KAZ",0.977048
"9553","AGE40-44","KEN",0.992855
"9554","AGE95-99","TCD",0.437875
"9555","AGE50-54","BOL",0.986943
"9556","AGE5-9","PNG",0.9976
"9557","AGE60-64","SLV",0.987105
"9558","AGE20-24","SVN",0.999896
"9559","AGE80-84","SLE",0.722841
"9560","AGE40-44","SEN",0.993262
"9561","AGE95-99","LCA",0.821033
"9562","AGE65-69","HUN",0.984435
"9563","AGE10-14","TCD",0.997337
"9564","AGE85-89","BRA",0.887871
"9565","AGE50-54","SEN",0.987
"9566","AGE5-9","CPV",0.999781
"9567","AGE75-79","TTO",0.930635
"9568","AGE1-4","URY",0.999336
"9569","AGE75-79","ITA",0.933443
"9570","AGE65-69","MYS",0.978898
"9571","AGE65-69","YEM",0.967
"9572","AGE95-99","TUV",0.60431
"9573","AGE20-24","MNG",0.999383
"9574","AGE50-54","KNA",0.987
"9575","AGE85-89","COK",0.853
"9576","AGE10-14","MLT",0.999812
"9577","AGE20-24","BGD",0.998983
"9578","AGE5-9","BRB",0.999836
"9579","AGE65-69","PAK",0.970923
"9580","AGE70-74","ARE",0.962177
"9581","AGE5-9","ARG",0.999817
"9582","AGE75-79","CUB",0.943726
"9583","AGE60-64","TUV",0.97563
"9584","AGELT1","HRV",0.987254
"9585","AGE40-44","TGO",0.991962
"9586","AGE75-79","CYP",0.958908
"9587","AGE80-84","VEN",0.940441
"9588","AGE40-44","UKR",0.992403
"9589","AGE40-44","CHE",0.999318
"9590","AGE85-89","MKD",0.820024
"9591","AGE10-14","BRN",0.999857
"9592","AGE40-44","CYP",0.998564
"9593","AGE85-89","RWA",0.732527
"9594","AGE60-64","SYC",0.992039
"9595","AGE15-19","KEN",0.997045
"9596","AGE5-9","ARE",0.999784
"9597","AGE75-79","SVK",0.929732
"9598","AGE35-39","KHM",0.992119
"9599","AGE50-54","SSD",0.986
"9600","AGE50-54","LBR",0.989887
"9601","AGE55-59","HND",0.989953
"9602","AGE95-99","GUY",0.768859
"9603","AGE20-24","POL",0.998318
"9604","AGE40-44","MHL",0.997352
"9605","AGE70-74","MDV",0.901448
"9606","AGE95-99","PHL",0.579783
"9607","AGE35-39","MWI",0.97141
"9608","AGE95-99","COM",0.515814
"9609","AGE60-64","COM",0.971133
"9610","AGE5-9","CHE",0.999943
"9611","AGE10-14","PAK",0.999155
"9612","AGE30-34","AFG",0.995954
"9613","AGE5-9","BGD",0.997234
"9614","AGE95-99","MUS",0.733428
"9615","AGE20-24","GHA",0.996157
"9616","AGE45-49","PLW",0.995332
"9617","AGE15-19","IRQ",0.999
"9618","AGE60-64","TLS",0.975541
"9619","AGE1-4","BRB",0.999509
"9620","AGE40-44","BWA",0.993818
"9621","AGE75-79","CUB",0.950662
"9622","AGE75-79","OMN",0.903576
"9623","AGELT1","AUS",0.99336
"9624","AGE65-69","UZB",0.969279
"9625","AGE60-64","JPN",0.996153
"9626","AGE40-44","AUS",0.999091
"9627","AGE85-89","EST",0.849764
"9628","AGE75-79","MDV",0.933665
"9629","AGE80-84","RWA",0.861468
"9630","AGE1-4","ARG",0.999491
"9631","AGE55-59","SYR",0.990238
"9632","AGE85-89","COG",0.768378
"9633","AGE55-59","LVA",0.992
"9634","AGE15-19","HRV",0.999593
"9635","AGE95-99","MHL",0.602444
"9636","AGE85-89","CHN",0.792
"9637","AGE70-74","SYR",0.973328
"9638","AGE1-4","PRT",0.999314
"9639","AGE40-44","LBR",0.990686
"9640","AGE40-44","SUR",0.997589
"9641","AGE30-34","SUR",0.997268
"9642","AGE5-9","TTO",0.99952
"9643","AGE45-49","AGO",0.987
"9644","AGE5-9","KGZ",0.999686
"9645","AGE85-89","MUS",0.879878
"9646","AGE15-19","AUT",0.999
"9647","AGE85-89","LKA",0.845398
"9648","AGE20-24","THA",0.998
"9649","AGE75-79","COG",0.905772
"9650","AGELT1","LBR",0.82819
"9651","AGE80-84","FSM",0.866215
"9652","AGE75-79","PRT",0.953582
"9653","AGE55-59","AFG",0.973476
"9654","AGE1-4","JOR",0.99879
"9655","AGE10-14","UZB",0.999584
"9656","AGELT1","MUS",0.981295
"9657","AGE95-99","COG",0.564791
"9658","AGE95-99","IRQ",0.595323
"9659","AGE60-64","CHN",0.981
"9660","AGE35-39","TCD",0.988667
"9661","AGE55-59","SUR",0.98896
